26611	48441
31253	29797
45117	41310
25208	49241
28301	25794
26661	27359
40640	26782
31936	25176
25031	26562
32665	41898
34381	39176
25135	31249
25781	25295
39082	32781
48488	43188
28175	37530
37796	25244
47926	39330
25032	35371
25392	31347
38373	28417
27348	25294
32836	28906
33209	46613
26233	42586
31470	31299
32498	31274
40704	32284
47884	25684
27007	25714
26570	39089
28224	28808
25543	32324
25864	37611
35230	33093
37891	40631
27309	28143
25668	44730
38213	25912
25416	33650
31475	26868
34451	44579
28216	37525
25280	28344
28735	34070
31337	25098
26220	28461
40637	25414
29815	32111
48469	26600
30370	26820
43179	37711
25005	39504
34784	43753
32837	39099
25031	39477
35937	38061
32871	28352
40870	38123
28378	25155
25101	27833
33454	31644
33628	39160
37998	26000
27013	48438
32691	31598
28336	26776
30592	36139
26574	29710
25968	38434
30587	28422
38282	31347
46240	28831
25918	41601
39893	27392
29035	35862
28036	38183
25645	30680
30387	35733
33466	40773
25546	37653
39869	25881
39868	40492
41747	25005
28125	34484
25441	45703
34377	28437
25097	41617
39135	26983
30235	25009
26745	42216
39137	25004
25799	26090
26562	40832
33605	39848
41480	33681
47753	44057
31860	28204
33624	25854
26592	38503
34805	38654
25210	40652
31426	26419
44925	27361
37902	42208
32253	26217
27052	46011
25112	37763
26220	28347
38265	27355
43946	39590
26080	31329
29705	29835
31284	36047
31286	43804
37601	26855
38282	35938
27400	28296
25395	26562
37619	25122
28418	28126
41113	25126
35267	41845
27973	31358
37524	25048
40624	37125
25015	26563
42431	29942
27410	44140
38293	38218
37646	36197
28138	45168
29396	28235
26000	44167
30755	27416
25070	34792
27395	39858
27368	25684
25685	28588
27656	40661
32349	29785
34574	37977
46478	42267
27352	27476
35705	32995
27390	31653
41107	33675
37695	44563
32046	34576
34231	34673
35449	25454
40453	41162
26592	33611
25327	33671
45361	27355
26965	37499
29061	25588
34483	38314
41869	27735
29347	47011
38323	31713
28565	29980
36824	25208
37644	31521
27740	32056
38567	28248
28230	31327
37988	42190
37548	48456
34494	44462
25098	45434
28419	26759
41613	29728
28938	38283
29934	41083
28131	32041
40295	27447
27249	43749
28129	38110
29121	25905
26962	25099
38146	33257
31250	25067
47460	41821
30273	28229
34609	25111
28156	26574
26565	42297
25195	29226
35945	25591
44907	25137
32290	36010
37599	40766
25646	35952
34608	31600
37892	30477
40649	44837
32237	40149
37933	38598
37551	37505
44543	28912
27368	28126
37701	39923
37695	36376
38380	26563
25390	37604
26284	45532
44731	39225
25049	39227
40660	36066
33613	28097
28524	38386
38894	34653
32145	32238
40647	26244
31671	42239
38383	48670
28439	28036
31750	32066
31893	46513
32291	47682
25977	25983
33154	37704
32964	25029
37499	31469
25061	42511
25266	28332
29964	31298
37731	25891
38476	33927
27932	28907
34640	26653
26972	44497
28353	28559
25929	31286
40724	28255
46691	35480
43224	33209
42199	31349
33609	28573
37989	28234
25317	37963
28127	35949
34786	32511
25803	28919
28597	26761
25001	25197
28285	43850
25786	26953
25905	25848
39185	28625
25036	27620
25102	31298
44296	25259
27379	37752
38329	38012
33515	28978
27345	25220
40682	25451
41455	29687
40848	46124
26669	36939
43762	25128
40625	39300
26375	28132
26624	26003
27673	29404
28909	37599
33302	40001
31312	37730
40674	28266
26107	26612
35950	29928
39952	25256
25789	25880
40832	27371
41735	34448
27840	39900
25137	37628
39288	43789
25016	29698
44546	25021
25736	31548
40703	43847
30080	25284
43203	33530
43850	44433
32532	38450
28420	29973
35999	31326
29689	31710
41817	37939
25101	25306
27345	37533
37711	46098
25050	37544
29298	28932
47028	46915
35331	33233
26953	26776
25013	43186
28598	25339
36341	44531
32947	28935
39065	43463
26616	40261
31457	29694
43760	43994
33723	25003
37162	29770
49332	25274
26176	28150
45070	43920
27762	30480
26570	29983
37023	49733
34849	35254
28829	33816
34460	36151
25915	28455
25079	25198
42349	25127
28176	39330
32861	42298
28201	37744
47875	25018
28228	32140
25057	26180
25404	43756
30177	38629
41034	47698
28943	31692
25005	26696
37951	37731
28289	42237
38506	33204
47269	31256
28134	25812
34485	26684
28976	31082
31255	39556
45764	41287
25134	26663
37805	25147
42358	40490
25404	41715
26776	27418
31265	31255
29398	37635
37797	28207
33984	25018
30668	34585
39550	26852
27563	44155
34437	34374
27053	27349
38916	28231
33595	42932
27347	32899
25536	27154
25463	44171
44729	45387
25429	31307
25005	25556
29102	43032
37665	31494
38043	37719
38297	26031
37927	35946
29749	35162
32031	27294
26367	37796
31648	46924
28332	40238
28155	37515
41483	26596
47738	28127
25876	25348
34376	30103
42314	42437
25810	27057
46765	25586
33794	32935
40551	32841
25500	25045
26689	33203
37614	46957
39070	33614
39175	25405
27133	26613
27039	28183
25062	25244
33859	29322
38903	27348
25520	27387
25121	27404
49867	40650
30127	46121
25312	26815
26766	30859
28630	36791
25004	41767
46118	31507
25477	25244
26649	28517
25504	38305
42648	28246
25252	30003
25976	25005
35941	28726
25056	40649
26676	48484
25810	28372
29710	48446
39279	28127
28523	26321
25611	28048
28271	30126
25199	39453
37795	31350
33007	27780
25024	25462
29993	29731
31445	32919
38307	40738
25093	28970
45451	38212
31970	27343
25092	26588
30908	25048
34449	28615
39140	25830
37554	25685
38677	33244
30523	37618
26607	44463
25549	28147
32526	25037
44143	42211
34425	31799
45508	25884
40843	40629
36385	25344
27148	31689
32164	35750
37719	46897
27392	40625
44637	46295
29995	27020
25881	43784
29124	30285
39063	27062
40795	31629
35778	41217
39900	29791
25010	31470
41409	42979
28394	34474
33026	38281
25198	37991
36807	27741
28448	42204
40625	38378
32717	31555
38528	31674
25881	28970
34427	28137
40734	43038
39481	25018
31503	25980
46964	43080
38384	47665
31348	28124
30470	25106
41015	41797
28137	44588
27570	28468
25150	25073
25808	30004
26659	40677
47140	39085
37744	28223
32984	31701
33124	31242
42614	39524
28515	34460
28055	31457
28515	33773
34668	27436
31464	29939
40014	25051
25004	26629
33036	25457
28700	38787
34582	37625
38977	39094
48608	32834
37515	25152
26988	35351
37524	29128
32131	28380
26769	25795
39901	25199
29763	25516
31084	25829
46295	27150
28135	29633
28222	37216
30425	32058
37574	35172
26971	25101
34661	29097
30384	34411
40665	34185
25005	44798
31669	28151
25442	48687
45031	28393
38207	27976
41090	29640
36116	25247
44291	26172
43798	30873
31408	33306
28729	42487
32428	25012
37899	29445
29394	48684
46111	41680
39948	30506
29904	49220
35609	32947
25003	43984
38746	33122
37630	43847
27278	39112
40775	41064
32325	27198
27685	36434
37748	34805
28909	41858
39862	25440
25099	30666
26051	25806
38156	42724
44726	39649
37553	30521
26565	25195
32825	25015
37554	32818
25060	25025
32813	31349
46341	29168
31424	27371
43752	42384
25124	26577
30170	45075
41437	28356
25295	47076
25758	38477
26057	38302
30132	30372
26563	26855
38284	47668
26665	35040
28540	27161
25434	37608
43986	44488
26454	27351
47269	40727
44126	43009
40075	31768
31298	25146
37708	47253
28274	33625
47390	32455
39283	25250
25948	39167
28162	29883
27441	26691
39062	27172
45714	26573
35049	43855
41505	40264
27688	37536
32294	33138
29980	25038
29298	32886
38435	43292
43408	27931
28137	25342
28167	25201
32507	41861
33600	25050
35265	31721
46752	25034
37991	25041
38529	46716
34576	25021
36478	47613
27554	25396
27934	26792
28002	39875
25065	29025
34533	42922
27381	25603
44293	35401
31265	44068
25781	45788
46935	25195
38171	44150
25703	28275
28179	32243
25985	46893
35618	29696
30566	43890
36376	32034
25025	46204
33643	25540
29525	25324
38029	37561
26407	35602
37682	39160
28936	26580
38356	34240
25016	25006
37898	25459
26177	25890
29302	44048
25987	25416
38186	37957
37892	33692
32153	37621
26953	30575
40591	43869
29354	28518
37890	27786
31766	27905
43807	31725
29260	36962
43945	25796
43797	44187
26624	31256
28302	39360
39065	48877
25794	25446
44632	28716
32116	25262
26046	25210
26820	40824
43039	28967
25390	45728
37603	25427
40872	32822
42208	42880
46354	32136
25769	29028
39134	32763
28942	49096
25539	32058
26653	37702
