3067	4396
2936	2695
3135	4288
3024	2520
4404	3300
3386	3218
3125	2563
2609	3950
3958	4013
3927	3360
2545	3908
4365	2687
2812	2665
3823	3974
2502	3156
2657	3287
3720	3165
2634	4228
3906	4069
3780	2512
4653	3556
2883	2520
3803	3843
2822	3126
2509	3891
4296	2563
4491	2590
2535	3774
3028	3285
3687	3520
2562	4777
2814	2519
2900	2535
2524	3762
2549	2702
3440	2917
3386	3866
2853	3449
2519	2949
4629	3179
3126	3225
3307	2579
3542	3761
2499	3130
4284	3243
3183	2663
3584	2657
3798	3502
4189	2551
2519	3912
2823	3124
4205	4582
2579	4093
2894	3945
3965	3879
4382	3444
4375	4911
3575	2703
4424	3799
3199	3793
2499	2831
2657	2773
2763	4239
3835	3340
2522	3158
4101	3512
4572	2512
3284	4819
2665	2695
2744	2856
2599	3283
2512	2520
3129	4482
2514	3452
3800	3788
3749	3674
2679	3086
2559	4063
4229	3780
3008	2513
3931	2817
4466	3757
2983	3837
2739	2972
3128	2499
4421	2647
2734	3283
4654	3194
3124	3194
3292	2618
4257	4012
3948	2969
2620	2587
2681	2853
4396	2905
2720	3215
2551	2616
2521	3841
3788	3827
2895	3749
2856	3554
2621	2819
2914	4726
2627	2892
2662	2559
2859	4760
4153	4228
2512	3916
4415	2668
3750	2697
2709	2509
2541	2792
2851	4379
3434	2540
3930	4531
4782	3009
2812	2544
3177	2606
2656	2676
3384	2709
3357	3525
3130	3999
3752	4218
2627	2500
3597	2538
3437	3932
3384	3127
2585	2681
2739	3135
3482	3127
2970	4490
2999	3249
3783	4925
3144	2662
2851	4396
3145	2853
2500	4516
2521	3239
3229	3285
2519	3282
2521	2736
3984	3848
3649	3765
3010	2513
2734	3957
3345	2507
2664	4153
2846	4291
2597	2833
2602	4531
4101	2619
3144	2705
4706	3940
3237	2703
2721	3616
3303	3169
3431	3750
3633	3459
2508	3205
2847	4540
4726	3130
2891	2601
3769	3271
3906	2531
4208	2577
4052	3579
3759	2513
4440	3126
4456	2871
4462	2736
2519	2540
2580	4316
2675	4863
3008	4062
3931	2678
2843	2924
4050	3400
4550	3316
4092	2739
3593	3790
4377	2989
3953	2507
4495	4537
2744	3754
3600	3088
2568	2812
2597	2891
4228	3751
4065	2944
3907	4092
2658	3970
3222	4687
4233	3769
3218	3345
2822	3965
4338	2972
2539	3803
4871	3964
3425	2520
2676	4786
4264	2549
2501	3439
4482	3124
4885	2538
2538	2782
2973	2676
3376	2519
2508	2656
3132	3261
2645	3829
3802	2517
3304	4451
2936	3261
2836	2559
3754	2748
2807	3013
2599	4081
4219	2817
3421	2987
4795	4705
4401	4750
2695	4733
2591	2541
2505	2618
2582	3472
2695	4122
3360	4477
2618	2629
2508	3144
2696	2660
4014	3187
3002	2503
2540	2812
2500	3803
2573	2550
3532	4324
3854	4220
3894	2631
2813	4435
2540	2536
3793	2581
3467	4019
3578	3282
3193	3917
3251	4457
4112	3003
2822	2541
4545	3140
4424	3974
4165	3219
3282	2583
2499	3442
2826	3025
2507	4535
2540	3751
3320	2512
4584	4084
4336	2678
4221	4076
2539	3852
3830	3269
4105	3866
4338	4282
3281	2725
3151	3003
4043	3304
4415	3320
3793	3437
2892	2519
3437	4030
3491	3147
2515	2822
2567	3011
2736	3775
3476	2969
4438	3882
2579	2828
3144	2656
2551	4726
3555	4805
2657	2597
2670	2997
3623	2734
3133	2717
4438	2714
2568	4072
2533	2536
2833	2702
3047	2814
2675	2502
2680	3049
3769	2544
4960	2660
3069	4548
3126	2660
2533	2546
2554	2728
2525	2870
3832	2581
2529	2539
4109	3774
3442	3459
2812	3145
3067	2599
4768	3371
3716	4531
2768	2524
3928	4089
2740	2499
3896	2870
2795	3652
4101	2978
4457	2597
3804	2564
2501	4064
2656	3024
3163	3707
3794	2529
4257	2812
2863	2656
3935	3167
4072	2647
4772	3021
3066	3260
3925	3191
